complex_text,simple_text
"The Ranger Uranium Environmental Inquiry ( known as the Fox inquiry ) recommended , among other things , that mining begin at the Ranger site , that consideration be given to the future development of the Jabiluka and Koongarra sites , and that a service town be built ( Fox et al . 1976 , 1977 ) .","The Ranger Uranium Environmental Inquiry ( known as the Fox inquiry ) recommended that mining begin at the Ranger site . It also said that Jabiluka and Koongarra sites should be developed , and that a town be built to support the mines ."
"Sergipe ( officially the State of Sergipe ) , is the smallest state of the Brazilian Federation , located on the northeastern Atlantic coast of the country .",Sergipe is the smallest state in Brazil .
"It is a small member of the Poeciliidae family ( females 4 - long , males 2.5 - long ) and like all other members of the family , is live-bearing .","It is a small member of the Poeciliidae family ( females 4 â `` 6 centimetres ( 1.6 â `` 2.4 in ) long , males 2.5 â `` 3.5 centimetres ( 1.0 â `` 1.4 in ) long ) and like all other members of the family , is live-bearing ."
"The songs were released as single with a B-side , titled `` Two More Years '' , to coincide with the band 's October 2005 UK tour .",`` Two More Years '' was released later at the same time as their October 2005 UK tour .
"MÃ 1\/4 nster is an independent city in North Rhine-Westphalia , Germany . It is located in the northern part of the state and is considered to be the cultural center of the Westphalia region .",MÃ 1\/4 nster is the historical capital of Westphalia and belongs now to the state of North Rhine-Westphalia .
"The four Tezcatlipocas were the sons of Ometecuhtli and Omecihuatl , lady and lord of the duality , and were the creators of all the other gods , as well as the world and all humanity .","The four Tezcatlipocas were the sons of Ometecuhtli and Omecihuatl , lord and lady of the duality , and were the creators of all the other gods , as well as the world and man ."
"It often happens that all the mayflies in a population mature at once ( the hatch ) , and for a day or two in the spring or fall , mayflies will be everywhere , dancing around each other in large groups , or resting on every available surface .","It often happens that all the mayflies in a population mature at once ( the hatch ) , and for a day or two in the Spring or Autumn ( Fall ) , mayflies will be everywhere , dancing around each other in large groups , or resting on every available surface ."
Afolabi then captained the Nigerian under-20 team in the 1999 FIFA World Youth Championship in Nigeria .,"He started with the team of Nigeria in the 1999 African Youth Championship . The he was captain of the Nigerian team at the 1999 FIFA World Youth Championship in Nigeria , where they reached the quarter finals ."
She is best known for her role as Tracy Turnblad in the 2007 film Hairspray and as Maggie Baker in the 2008 television movie Queen Sized .,She acted as Tracy Turnblad in the 2007 adaptation of Hairspray .
"In Matthew , Pilate washes his hands to show that he was not responsible for the execution of Jesus and reluctantly sends him to his death .","In Matthew , Pilate washes his hands of Jesus and reluctantly sends him to his death ."
"In 2007 , a new depot opened on Abbey Lane replacing the former premises on Abbey Park Road which go back to the company 's municipal heritage , and was originally a tram depot .","In 2007 , a new depot opened on Abbey Lane replacing the former premises on Abbey Park Road which go back to the company 's municipal heritage ."
"In 1794 , he served as secret royal inspector ( ì '' í -- ì -- ì ) of Gyeonggi province , investigating misconduct by other officials .","In 1794 , he was the secret royal inspector ( ì '' í -- ì -- ì ) of Gyeonggi province , and he checked and looked for the bad behaving officials ."
"The 1999 event returned to England after sixteen years with some matches also held in Ireland , Scotland and the Netherlands .","In 1999 the event was hosted by England , with some matches also being held in Scotland , Ireland , Wales and the Netherlands ."
"Within the Modern Synthesis school of thought , macroevolution is thought of as the compounded effects of microevolution .","Within the modern evolutionary synthesis school of thought , macroevolution is thought of as the compounded effects of microevolution ."
"The Neues Stadthaus , which survived the bombing and had formerly been the head office of Berlin 's municipal fire insurance FeuersozietÃ t in ParochialstraÃ e served as the temporary city hall for the post-war city government for all the sectors of Berlin until September 1948 .","The Neues Stadthaus , which survived the bombing and had been the head office of the Berlin city fire insurance company in ParochialstraÃ e was the temporary city hall for the post-war city government for all four sectors of Berlin until September 1948 ."
"Culturally , Tricky encourages an intertwining of societies , particularly in his musical fusion of rock and hip hop , high art and pop culture .","Culturally , Tricky encourages a togetherness of societies , particularly in his musical ensemble of rock and hip hop , high art and pop culture ."
"It was the franchise 's 35th season in the National Hockey League , 28th season as the Calgary Flames .",The 2007-08 Calgary Flames season is the team 's 27th season in the National Hockey League since the franchise relocated to Calgary .
Estuaries and tidal flats are populated with varieties of mangroves ( 39 of the 47 Northern Territory species of mangrove occur in Kakadu ) that are important for stabilising the coastline .,"Estuaries and tidal flats are populated with varieties of mangroves , in fact 39 of the 47 Northern Territory species of mangrove are found in Kakadu ."
"It was created from part of the former province of Franche-Comt Ã . The departments of Jura , Doubs , and Haute-Sa Ã ne form the modern Franche-Comt Ã region of France .",Jura is one of four departments of the Franche-Comt Ã region .
Bernesq is a commune in the Calvados department in the Basse-Normandie region in northwestern France .,Bernesq is a commune . It is found in the region Basse-Normandie in the Calvados department in the northwest of France .
"In 1929 , he conducted Salome at the Festspielhaus in Salzburg and from 1929 to 1934 Karajan served as first Kapellmeister at the Stadttheater in Ulm .","By 1929 , he was conducting at the Festspielhaus , Salzburg and in 1934 he led the Vienna Philharmonic for the first time . He conducted regularly in Ulm and Aachen ."
The twisted cord of strings is then wrapped around a frame and immersed in a vat of liquid composed of a special mixture of natural glue that binds the strands together .,The twisted cord of strings is then wrapped around a frame and immersed in a vat of liquid of natural glue that binds the strands together .
"The beetle family Phengodidae is known also as glowworm beetles , whose larvae are known as glowworms .",Phengodidae is a family of beetles . They are known as glowworm beetles or glowworms .
Pilate appears in all four Canonical gospels in association with the responsibility for the death of Jesus .,Pilate appears in all four canonical Christian Gospels .
Brands associated with teddy bears that enjoyed strong popularity in the 1980s and 1990s are Teddy Ruxpin and Care Bears .,Teddy Bears are found all over the world .
Gamma-ray bursts ( GRBs ) are flashes of gamma rays associated with extremely energetic explosions that have been observed in distant galaxies .,Gamma-ray bursts ( GRBs ) are flashes of gamma rays from extremely energetic explosions . They have been seen in distant galaxies .
The Philharmonic Society of Corfu is part of that tradition . Corfu city has a Mediterranean climate .,Corfu city is the capital of the Corfu Island and it is one of the most beautiful cities in the east Mediterranean .
Other connections are suggested in books not directly associated with either John Bunyan or The Pilgrim 's Progress .,The Pilgrim 's Progress is an English language book written by John Bunyan .
"Named after actor Ronald Colman , Walken was born Ronald Walken in Astoria , Queens , New York , into a Methodist family .","Ronald Walken ( born March 31 , 1943 ) , as an actor he is known as Christopher Walken , is an American movie , television , and theater actor ."
The system organized into a tropical depression on November 18 and quickly strengthened into a tropical storm .,Tropical Depression Six formed on November 18 and quickly strengthened into a tropical storm .
"PhanÃ rozoic ) Eon is the current eon in the geologic timescale , and the one during which abundant animal life has existed .",The Phanerozoic ( British : PhanÃ rozoic ) eon is the current eon in the geologic timescale . and the one during which abundant animal life has existed .
"The fourth movement , called Intermezzo interrotto by BartÃ k , consists of a flowing melody with changing time signatures , intermixed with a theme parodying and ridiculing the march tune in Dmitri Shostakovich 's `` Leningrad '' Symphony ( No. 7 ) .","The fourth movement , called Intermezzo interrotto by BartÃ k , has a flowing melody with a time signature which keeps changing . There is also a theme which pokes fun at the march tune in Dmitri Shostakovich 's `` Leningrad '' Symphony ( No. 7 ) ."
"His work is often cited as the basis and motive for contemporary patriots and national activists . It has been translated into various Slavic , as well as non-Slavic languages .","His work was very important for the patriots and national activists , who lived at the same time as KollÃ r. People translated the book into many Slavic and non-Slavic languages ."
The Province of Reggio Emilia is one of the eight provinces of the Italian Region of Emilia-Romagna .,Reggio Emilia is a province in the region of Emilia-Romagna in Italy .
"The emperor died from a disease which afflicted him with sores , apparently the first royal victim of smallpox in Japan .","Bidatsu suffered from an unknown disease which afflicted him with sores . Probably , he was the first royal victim of smallpox in Japan ."
Dr Colin MacKenzie ( knighted in 1929 ) set up the Institute of Anatomical Research in 1920 on 78 a of land which had formerly been part of the Coranderrk Aboriginal Reserve .,Dr Colin MacKenzie ( knighted in 1929 ) set up the Institute of Anatomical Research in 1921 . It was on 73 a of land which had been part of the Coranderrk Aboriginal Reserve .
"In some Middle Eastern countries , coffee and cardamom are often ground in a wooden mortar , a mihbaj , and cooked together in a skillet , a `` mehmas , '' over wood or gas , to produce mixtures that are as much as forty percent cardamom .","In some Middle Eastern countries , coffee and cardamom are often ground in a wooden mortar and cooked together in a mihbaz , an oven using wood or gas , to produce mixtures that are as much as forty percent cardamom ."
"Barbie Horse Adventures : Wild Horse Rescue is a video game available for PlayStation 2 , Game Boy Advance and Xbox , based on the Barbie line of dolls by Mattel .",Barbie Horse Adventures : Wild Horse Rescue is a video game being made by Vivendi Games . It is part of the Barbie franchise .
"Turch Mir ( alternatively Terich Mir and Terichmir ) is the highest mountain in the Hindu Kush region and the highest mountain outside of the Himalaya-Karakoram range , located in Khyber-Pakhtoonkhwa , Pakistan .",Tirich Mir ( also called Terich Mir and Terichmir ) is the highest mountain in the Hindu Kush region of northern Pakistan .
"He was the son of Henry James , Sr. , a clergyman , and the brother of philosopher and psychologist William James and diarist Alice James .","He was the son of Henry James Senior , a clergyman , and the brother of William and Alice James ."
"`` The Greatest Show on Turf '' was the nickname for the St. Louis Rams ' considerably talented and famous record-breaking offense during the 1999 , 2000 , and 2001 National Football League seasons .","The Greatest Show on Turf was the nickname for the offense fielded by the St. Louis Rams offense during 1999 , 2000 , and 2001 National Football League seasons ."
Cabell matriculated to the College of William and Mary in 1894 at the age of fifteen and graduated in 1898 .,He went to the College of William and Mary in 1894 at the age of fifteen . He graduated in 1898 .
"Released on March 30 , 1987 through A&M Records , the album was a commercial success , albeit somewhat of a disappointment following the huge success of 1984 's `` Reckless '' . Into the Fire sold over 4 million units worldwide , peaking at number 7 on the US Billboard 200 chart and reaching high positions in charts worldwide .","Released on March 30 , 1987 through A&M Records , the album was a huge commercial success selling over 2 million units worldwide , peaking at number 7 on the US Billboard 200 chart and reaching high positions in charts worldwide ."
"In 2001 , UNESCO added the city to its World Heritage List as Samarkand â `` Crossroads of Cultures .","In 2001 , UNESCO added the 2,750-year-old city to its World Heritage Site list as Samarkand â `` Crossroads of Cultures ."
"On 22 October 1942 , at the height of the war , Karajan married his second wife , Anna Maria `` Anita '' Sauest , born GÃ 1\/4 termann .","During the war , in 1942 , Karajan married Anita GÃ 1\/4 termann ."
"Radjabov placed second in the FIDE Grand Prix 2008 â `` 2010 , qualifying him for the Candidates tournament for the World Chess Championship 2012 .","Radjabov came second in the FIDE Grand Prix 2008 â `` 2010 , qualifying him for the Candidates tournament for the World Chess Championship of 2012 ."
"The availability of high-powered semiconductors ( such as thyristors and the IGBT ) has now made practical the use of much simpler , higher-reliability AC induction motors known as asynchronous traction motors . Synchronous AC motors are also occasionally used , as in the French TGV .",AC induction motors known as asynchronous traction motors .
"Tamil Jains and Kannada Jains who are native to their regions , residing in Tamil Nadu and Karnataka respectively since 1st century BCE , are distinguishable from North Indian Jains in some of their routines and practices , but the core philosophies and belief systems are the same for all Jain communities .","Tamil Jains and Tulu Jains who are native to their region residing in places of TamilNadu and Karnataka early since 1st century BC . Even though South Indian Jains are distinguishable in some of their routines and practices from North Indian Jains , the core philosophies and belief systems are the same for both cultures ."
"The 2011 ATP World Tour calendar comprises the Grand Slam tournaments ( supervised by the International Tennis Federation ( ITF ) ) , the ATP World Tour Masters 1000 , the ATP World Tour 500 series , the ATP World Tour 250 series , the ATP World Team Championship , the Davis Cup ( organized by the ITF ) , and the ATP World Tour Finals .","The 2011 ATP World Tour calendar cosists of Grand Slam tournaments ( organised by the International Tennis Federation ( ITF ) ) , the ATP World Tour Masters 1000 , the ATP World Tour 500 series , the ATP World Tour 250 series , the ATP World Team Championship , the Davis Cup ( organized by the ITF ) , and the ATP World Tour Finals ."
"Another early building is Fort SÃ # o SebastiÃ # o , built in 1575 and now the SÃ # o TomÃ National Museum .",Another early building is Fort SÃ # o SebastiÃ # o. It was built in 1575 and is now the SÃ # o TomÃ National Museum .
"Okeechobee covers 730 square miles ( 1,890 kmÂ ) , approximately half the size of the state of Rhode Island , and is exceptionally shallow for a lake of its size , with an average depth of only 9 feet ( 3 m ) .",Lake Okeechobee covers about 730 square miles ( about half the size of Rhode Island ) .
"Sir Norman Joseph Wisdom , OBE ( 4 February 1915 â `` 4 October 2010 ) was an English actor , comedian and singer-songwriter best known for a series of comedy films produced between 1953 and 1966 featuring his hapless onscreen character Norman Pitkin .","Sir Norman Wisdom OBE ( 4 February 1915 â `` 4 October 2010 ) was a retired English comedian , singer , songwriter , actor and musician ."
"Hartselle is the second largest city in Morgan County , Alabama , United States , about 10 miles ( 16 km ) south of Decatur , and is included in the Decatur Metropolitan Area , and the Huntsville-Decatur Combined Statistical Area .","Hartselle is the second largest city in Morgan County , Alabama , about 10 miles ( 16 km ) south of Decatur , and is included in the Decatur Metropolitan Area , and the Huntsville-Decatur Combined Statistical Area ."
"Due to its location on the shore of Lake Lucerne ( der VierwaldstÃ ttersee ) , within sight of Mount Pilatus and Rigi in the Swiss Alps , Lucerne has long been a destination for tourists .","Due to its location on the shore of Lake Lucerne ( VierwaldstÃ ttersee ) within sight of the mountains Pilatus and Rigi , Lucerne is mainly a tourist destination ."
"Stone tools may be made of either ground stone or chipped stone , and a person who creates tools out of the latter is known as a flintknapper .","Stone tools are tools made of stone that were used most commonly by cavemen , or people who lived in prehistoric times . Stone tools are not used very often anymore because tools made of materials such as iron or steel are better because they are stronger and last longer ."
Balquhidder ( ; the land lying behind the country ) is a small village in the Stirling council area of Scotland .,Balquhidder is a small village in the Stirling council area of Scotland .
"It is the third book in Card 's The Tales of Alvin Maker series and is about Alvin Miller , the Seventh son of a seventh son .","It is the third book in Card 's The Tales of Alvin Maker series and is about Alvin Miller , the Seventh son of a seventh son ( this gives him magical powers ) ."
A set screw ( grub screw ) is generally a headless screw but can be any screw used to fix a rotating part to a shaft .,These are three different types of screw .
"Believing Lactobacillus to be essential for good health , Mechnikov worked to popularize yoghurt as a foodstuff throughout Europe .","Mechnikov believed that Lactobacillus was needed for good health , and worked to make yoghurt popular through Europe ."
No Aboriginal people are known to have worked in the mines but their exposure to alcohol and other drugs had a huge impact .,No Aboriginal people are known to have worked in the mines but their access to alcohol and other drugs had a huge impact .
"In his book Systematics and the Origin of Species ( 1942 ) he wrote that a species is not just a group of morphologically similar individuals , but a group that can breed only among themselves , excluding all others .","He wrote that a species is not just a group of individuals that look similar , but a group that can breed only among themselves ."
"Although it has only 6.14 percent of Alaska 's land area , it is larger than the state of Maine , and almost as large as the state of Indiana .","The Panhandle has a land area of 35138 m. This is only 6.14 % of Alaska 's land area , but the Panhandle is bigger than Maine , and almost as big as the state of Indiana ."
"Peter Tim Verbeek ( born March 12 , 1956 in Rotterdam , Zuid-Holland ) , more commonly known as Pim Verbeek is a Dutch football manager who was the head coach of the Australia national football team .",Pim Verbeek ( born 12 March 1956 ) is a former Dutch football player .
Texas Governor Rick Perry issued a disaster declaration for 17 Texas counties that could be in the path of Tropical Storm Edouard .,"The Governor of Texas , Rick Perry , started a disaster declaration for 17 counties in Texas that were in the possible path of the storm ."
"In April 1793 , her nephew , the young duc de Chartres ( future Louis-Philippe King of the French ) , fled France and sought asylum with the Austrians .","In April 1793 , her nephew , the young Duke of Chartres ( future Louis Philippe of the French ) , fled France and sought asylum with the Austrians ."
"Patrice Ã mery Lumumba ( 2 July 1925 â `` 17 January 1961 ) was a Congolese independence leader and the first legally elected Prime Minister of the Republic of the Congo after he helped win its independence from Belgium in June 1960 . Only ten weeks later , Lumumba 's government was deposed in a coup during the Congo Crisis .","Patrice Ã mery Lumumba ( July 2 , 1925 â `` January 17 , 1961 ) was the only elected leader of the Democratic Republic of the Congo ( called the Republic of the Congo at the time , but this should not be confused with today 's Republic of the Congo ) ."
"Fayetteville ( formerly Washington ) is a city in and the county seat of Washington County , Arkansas , United States , and is home to the University of Arkansas .",Fayetteville is a city of the state of Arkansas in the United States of America .
"Apple was established on April 1 , 1976 by Steve Jobs , Steve Wozniak , and Ronald Wayne , to sell the Apple I personal computer kit .",Apple was started in 1976 by Steve Jobs and Steve Wozniak .
Vaulx-Vraucourt is a commune in the Pas-de-Calais department in the Nord-Pas-de-Calais region of France .,Vaulx-Vraucourt is a commune . It is found in the region Nord-Pas-de-Calais in the Pas-de-Calais department in the north of France .
"There are three types of mechanical waves : Transverse waves , longitudinal waves , and surface wavessound waves , water waves , earthquake waves .","Sound waves , waves in a Slinky and pressure waves are all examples of this phenomenon ."
Mossman was once the seat of the former Shire of Douglas but now falls under the amalgamted Cairns Region which is presently administered from both Cairns and Mossman .,Mossman was once part of the old Douglas Shire . It is now part of the Cairns Regional Council .
"To commemorate the tenth anniversary of Jagged Little Pill , Morissette released a studio acoustic version , Jagged Little Pill Acoustic , in June 2005 .",The album Jagged Little Pill touched many people .
"Seoul hosted the 1986 Asian Games commonly known as Asiad , 1988 Olympic Games and Paralympic Games .",Seoul hosted the 1986 Asian Games and the 1988 Olympic Games .
"Cadigan was educated at the University of Massachusetts and the University of Kansas , where she studied with James Gunn , graduating in 1975 .",Cadigan was a student at the University of Massachusetts and the University of Kansas . She studied with James Gunn at Kansas and graduated in 1975 .
", or Gujaratis are an Indo-Aryan ethnic group that is traditionally Gujarati-speaking and can trace their ancestry to the state of Gujarat in northwestern India .",", or Gujaratis , is an umbrella term used to describe traditionally Gujarati-speaking people who can trace their ancestry to the state of Gujarat within the Republic of India ."
"In order to get an interesting Galois module here , Iwasawa took the ideal class group of , and let be its p-torsion part .","In order to get an interesting Galois module here , Iwasawa took the ideal class group of , and let be its - torsion part ."
Rivallo ( Welsh : Rhiwallon ) was a legendary king of the Britons as accounted by Geoffrey of Monmouth .,Rivallo ( Welsh : Rhiwallon ) was a legendary king of the Britons as told by Geoffrey of Monmouth .
In Wallonia the most important charts are the Ultratop 40 singles and the Ultratop 50 albums ( the two versions of Ultratop 50 albums are separate ) .,In Wallonia the most important charts are the Ultratop 40 singles and the Ultratop 50 albums .
"Cabell was born into an affluent and well-connected Virginian family , and lived most of his life in Richmond .",Cabell was born into a wealthy Virginian family .
One legend holds that the heroic ruler Theseus invented a form of boxing in which two men sat face to face and beat each other with their fists until one of them was killed .,One legend says that the heroic ruler Theseus invented a type of boxing where two men sat face to face and beat each other with their fists until one of them was killed .
The Kara Sea ( Russian : Ð Ð Ì Ñ Ñ Ð Ð 3\/4 Ð Ð 1\/4 Ð 3\/4 Ì Ñ Ð ) is part of the Arctic Ocean north of Siberia .,The Kara Sea ( Russian : Ð Ð Ì Ñ Ñ Ð Ð 3\/4 Ð Ð 1\/4 Ð 3\/4 Ì Ñ Ð ) is part of the Arctic Ocean . It lies north of Siberia .
"As it was expected that the throne would pass to Prince Arthur , Henry 's older brother , Henry was prepared for a life in the church .",Henry 's older brother was called Arthur .
"The Cave of Hearths in South Africa has burned deposits dated from 200,000 to 700,000 BP , as do various other sites such as Montagu Cave ( 58,000 to 200,000 BP ) and at the Klasies River Mouth ( 120,000 to 130,000 BP ) .","The Cave of Hearths in South Africa has burned deposits dated from 0.2 to 0.7 Ma BP , as do many other places such as Montagu Cave ( 0.058 to 0.2 Ma BP ) and at the Klasies River Mouth ( 0.12 to 0.13 Ma BP ) ."
"Orlando International Airport is a major international airport located six nautical miles ( 11 km ) southeast of the central business district of Orlando . It is the second busiest airport in Florida , after Miami International Airport .","Orlando International Airport ( airport code KMCO ) is a major airport serving the city of Orlando , Florida ."
Post-disco ( club music or dance ) is the significant period in popular music history that followed the commercial `` death '' of disco music that emerged during late 1970s and early 1980s .,The word `` post-disco '' refers to late 1970s and early 1980s music and movement of disco music .
"Several days prior to the passage of Beryl through Atlantic Canada , the Canadian Hurricane Centre issued gale warnings for the coastal waters off Nova Scotia and Newfoundland .","Several days prior to the passage of Beryl through Atlantic Canada , the Canadian Hurricane Centre issued gale warnings for the coastal waters off of Nova Scotia and Newfoundland ."
"Marcel Junod ( 1904 â `` 1961 ) , a physician from Geneva , was another famous delegate during the Second World War .","Marcel Junod ( 1904-1961 ) , a doctor from Geneva , was another famous delegate during the Second World War ."
"Jerzy Henryk `` Jurek '' Dudek ; born 23 March 1973 in Rybnik ) is a Polish footballer who plays for Real Madrid in La Liga , as a goalkeeper .",Jerzy Dudek ( born 23 March 1973 ) is a Polish football player . He plays for Real Madrid .
"The story would not be finished until 12 years later , in 1949 , and would not be fully published until 1955 , when Tolkien was 63 years old .",Tolkien wrote the story between 1937 and 1949 . It was originally published in three parts in the years 1954 and 1955 .
"West Bengal , together with Bangladesh lying on its east , forms the historical and geographical region of Bengal .",Bangladesh is a country to the east of West Bengal
"Street children is a term used to refer to children who live on the streets of a city , deprived of family care and protection .",A definition of Street children is children who work or live on the streets .
"The Russian Nobel laureate biologist Ilya Ilyich Mechnikov , from the Institut Pasteur in Paris , was influenced by Grigorov 's work and hypothesised that regular consumption of yoghurt was responsible for the unusually long lifespans of Bulgarian peasants .","The Russian Nobel laureate biologist Ilya Ilyich Mechnikov , from the Institut Pasteur in Paris , was influenced by Grigorov 's work and made a hypothesis that eating yoghurt regularly was the reason why Bulgarian peasants lived for so long ."
Kakadu National Park is located within the Alligator Rivers Region of the Northern Territory of Australia .,"Kakadu National Park is in the Northern Territory of Australia , 171 km southeast of Darwin . It is the second largest national park in the world ."
A 2002 worldwide poll by Sight & Sound ranked Keaton 's The General as the 15th best film of all time .,In a 2002 worldwide poll by `` Sight & Sound '' Keaton 's 1927 film titled `` The General '' was number 15 on their `` Best Films of All Time '' list .
"In special processes called renewal processes , where the time to recover from failure can be neglected and the likelihood of failure remains constant with respect to time , the failure rate is simply the multiplicative inverse of the MTBF ( 1 \/ Î '' ) .","In the special case when the likelihood of failure remains constant with respect to time ( for example , in some product like a brick or protected steel beam ) , and ignoring the time to recover from failure , failure rate is simply the inverse of the Mean Time Between Failures ( MTBF ) ."
"Shortly thereafter , it was merged by the cold front , although the remnants persisted until July 23 when they were near the Azores .",The remains were last seen on July 23 near the Azores .
"Others , such as wallabies and kangaroos ( macropods , 8 species ) , are active in the cooler parts of the day and are easier to see .","Others , such as wallabies and kangaroos are active in the cooler parts of the day and are easier to see ."
"The House of Commons was originally far less powerful than the House of Lords , but today its legislative powers greatly exceed those of the Lords .",( The ` upper house ' is called the House of Lords . )
"As the Greeks seem to be on the verge of defeat , Achilles appears with the Myrmidons and joins the battle , eventually fighting against Hector .","As the Greeks are close to loosing , Achilles comes with the Myrmidons , and joins the fight . Achilles fights Hector and Hector is killed ."
"Leporello invites three masked guests to the party ( the disguised Elvira , Ottavio , and Anna ) who plan to catch Giovanni red-handed , if possible .","Elvira , Ottavio and Anna are masked so that people do not recognize them . They are trying to catch Giovanni and prove that he is bad ."
"Since 1993 , non-Swiss individuals have been allowed to serve as Committee delegates abroad , a task which was previously restricted to Swiss citizens .","Since 1993 , non-Swiss citizens have been allowed to serve as Committee delegates abroad , a task which was previously restricted to Swiss citizens ."
"The marriage by proxy took place on 15 August 1725 in the cathedral of Strasbourg , Louis XV being represented by his cousin the Duke of OrlÃ ans , Louis le Pieux .","The marriage by proxy took place on 15 August 1725 in the cathedral of Strasbourg , Louis XV being represented by his cousin Louis d'Orl Ã ans , Duke of OrlÃ ans ."
"Although the treatment was initially successful , Kate relapsed ; ever since , Anna , the only compatible family member , has been used as a donor for any other bodily substance needed to treat Kate , who continues to swing between remission and relapse as she grows up .","Although the treatment was initially successful , Kate relapsed ( became sick again ) . Since then , Anna had been used as a donor for any other bodily substance needed to treat Kate , who continues to swing between remission and relapse as she grows up ."
"Nuneaton has two non-league football teams of note : Nuneaton Town who play in the Conference North and Nuneaton Griff who play in the Midland Combination Premier Division . There is also a thriving Sunday League football scene in the town , with teams from Nuneaton , Bedworth and North Warwickshire competing in the Nuneaton & District Sunday Football League ( NDSFL ) .",Nuneaton also has a football team called Nuneaton Town .
"The prominent ancient historian Edward Togo Salmon notes in his work , A history of the Roman world from 30 B.C. to A.D. 138 :","The prominent ancient historian Edward Togo Salmon notes in his work , A history of the Roman world from 30 B.C. to A.D. 138 : `` In the whole twenty two years of Tiberius ' reign , not more than fifty-two persons were accused of treason , of whom almost half escaped conviction , while the four innocent people to be condemned fell victims to the excessive zeal of the Senate , not to the Emperor 's tyranny '' ."
"Rather than simply quell the mutiny however , Germanicus rallied the mutineers and led them on a short campaign across the Rhine into Germanic territory , stating that whatever treasure they could grab would count as their bonus .","Germanicus rallied the mutineers and led them on a short campaign across the Rhine into Germanic territory , stating that whatever treasure they could grab would count as their bonus ."
"On August 31 , 2004 , Disney released an `` enhanced soundtrack '' to coincide with the release of the film 's 2-Disc Special Edition DVD .","On August 31 , 2004 , Disney released an `` enhanced soundtrack '' to coincide with the film 's 2-Disc Special Edition DVD ."
"By 1965 , Fortran IV was supposed to be the `` standard '' and in compliance with American Standards Association X3 .4.3 FORTRAN Working Group .","Several revisions of the language have appeared , including the very well known FORTRAN IV ( the same as FORTRAN 66 ) , FORTRAN 77 and Fortran 90 . The most recent formal standard for the language was published in 1997 and is known as Fortran 95 ."
"Geoffrey Ian Gallop , AC ( born 27 September 1951 ) is an Australian academic and former politician . He was the Premier of Western Australia from 2001 to 2006 .",Professor Geoffrey Ian Gallop ( born 27 September 1951 ) was the 27th Premier of Western Australia from 10 February 2001 to 16 January 2006 .
"Isambard Kingdom Brunel , FRS ( 9 April 1806 -- 15 September 1859 ) , was a leading British civil engineer , famed for his bridges and dockyards , and especially for the construction of the first major British railway , the Great Western Railway ; a series of famous steamships , including the first propeller-driven transatlantic steamship ; and numerous important bridges and tunnels .","Isambard Kingdom Brunel ( 9 April 1806 -- 15 September 1859 ) was an English engineer . He created the Great Western Railway , many steamships and several bridges and tunnels ."
"But even with these changes the main feature of the track remained its approximately 1.5 k long straight , one of the longest in all of motorsports .","Even with these changes , the main feature of the track remained its long 1.5 k straight , one of the longest in all of motorsports ."
"During the twelve days while Troy mourns Hector 's death , the Greeks plan to enter the city using a hollowed-out wooden horse , devised by Odysseus , desperate to stem the slaughter of his own men at the hands of the Trojans . The Greeks leave the horse at their camp , then depart , hiding their ships in a nearby cove .","After Hector 's death , the Greeks make a plan to come into Troy using a wooden horse ."
"Cities of Kanpur , Lucknow , Bareilly , Allahabad , Varanasi , Jhansi , Gorakhpur , Agra and Ghazipur are connected to a number of National Highways .","Cities of Kanpur , Lucknow , Bareilly , Allahabad , Varanasi , Jhansi , Gorakhpur , Noida , Ghaziabad , Meerut , Mathura , Agra and Ghazipur are connected to many National Highways ."
"The Kara Sea is roughly 1,450 kilometres long and 970 kilometres wide with an area of around 880,000 kmÂ and a mean depth of 110 m.","It is roughly 1,450 kilometres long and 970 kilometres wide . It has an area of around 880,000 kmÂ and a average depth of 110 m."
"Twenty-five of the franchises were purchased in time for the 2005 â `` 06 A1 Grand Prix season , which began on 25 September 2005 with the A1 Grand Prix of Nations Great Britain at the Brands Hatch circuit in Kent , United Kingdom .",Twenty-five of the franchises were purchased for the 2005 â `` 06 A1 Grand Prix season . It began on 25 September 2005 .
"These include hand stencils , dynamic figures in large head-dresses carrying spears and boomerangs , representations of Namandi spirits and mythical figures , including Alkajko , a female spirit with four arms and horn-like protuberances .","These include hand stencils , dynamic figures in large head-dresses carrying spears and boomerangs , Namandi spirits and mythical figures , including Alkajko , a female spirit with four arms and horns ."
"JosÃ RÃ bson do Nascimento , better known as RÃ bson or Robgol ( born on May 10 , 1970 in Barra de SÃ # o Miguel , ParaÃ ba state ) is a Brazilian politician and former football forward .",JosÃ RÃ bson do Nascimento ( born 10 May 1969 ) is a former Brazilian football player .
"Corippo lies in the Verzasca valley some 12 kilometers ( 7.4 miles ) from Locarno at the north end of the artificial Lake Vogorno , and 20 km from the border with Italy .","Corippo lies in the Verzasca valley about 12 kilometers ( 7.4 miles ) from Locarno at the north end of the reservoir Lake Vogorno , and 20 km from the border with Italy ."
Christian Vieri ( born 12 July 1973 in Bologna ) is a retired Italian footballer who played as a center forward .,"Christian Vieri ( born 12 July , 1973 ) is a former Italian football player ."
"Only two months earlier his long-standing adversary Gustave Moynier had also died , leaving a mark in the history of the Committee as its longest-serving president ever .",Only two months earlier his former friend and committee member Gustave Moynier had also died .
